,x,y,z,Value
0,6.3828349113464355,10.213404655456543,2.5325353145599365,7.0
1,7.564370632171631,1.066953182220459,1.1633576154708862,2.0
2,-1.0517399311065674,4.439937591552734,1.6176730394363403,1.0
3,11.70556926727295,-2.1048319339752197,4.876303195953369,0.0
4,8.605080604553223,11.449079513549805,6.890781402587891,4.0
5,-0.721924364566803,4.14384126663208,1.6965352296829224,1.0
6,8.838071823120117,11.024042129516602,6.422704219818115,4.0
7,7.036935806274414,12.414117813110352,6.278635025024414,9.0
8,11.207569122314453,4.820548057556152,2.164933443069458,5.0
9,8.340636253356934,10.845159530639648,3.878051519393921,9.0
10,11.603060722351074,-2.642733573913574,5.394418716430664,0.0
11,9.24429988861084,1.9164530038833618,10.549022674560547,6.0
12,7.758029460906982,11.171594619750977,4.7522807121276855,9.0
13,11.756921768188477,-2.3355555534362793,5.4149603843688965,0.0
14,-1.271738052368164,4.203895568847656,2.7234838008880615,1.0
15,11.12159252166748,3.423644781112671,2.7995076179504395,5.0
16,7.683016300201416,12.031793594360352,5.487329959869385,9.0
17,6.263728618621826,10.360544204711914,2.4561872482299805,7.0
18,10.299508094787598,2.39809250831604,2.613560914993286,3.0
19,8.311468124389648,11.011862754821777,6.527425765991211,4.0
20,8.037702560424805,10.403768539428711,3.8286428451538086,9.0
21,9.040645599365234,2.274437427520752,9.13074016571045,6.0
22,9.233661651611328,2.2045469284057617,10.417999267578125,6.0
23,11.721298217773438,4.904738426208496,1.294877052307129,5.0
24,7.672430992126465,11.634693145751953,6.503803730010986,4.0
25,11.905400276184082,-3.269522190093994,4.068800449371338,0.0
26,5.48878812789917,11.190080642700195,3.122124195098877,7.0
27,8.462634086608887,11.320308685302734,6.735798358917236,4.0
28,11.646424293518066,-1.9017809629440308,5.187509536743164,0.0
29,-2.116992712020874,3.888185977935791,3.820624828338623,1.0
30,10.115663528442383,2.5989415645599365,1.4991313219070435,3.0
31,-2.2745096683502197,3.8310725688934326,3.8038136959075928,1.0
32,10.001927375793457,2.637634515762329,2.133859634399414,3.0
33,9.126449584960938,11.539202690124512,7.060678958892822,4.0
34,7.190610408782959,9.495367050170898,2.3612027168273926,7.0
35,8.119547843933105,0.3530491292476654,0.5422521233558655,2.0
36,5.894301891326904,10.375850677490234,3.3094840049743652,7.0
37,-2.146350860595703,3.920360803604126,3.5531516075134277,1.0
38,7.706812381744385,0.8877750039100647,1.2519338130950928,2.0
39,-1.141817569732666,3.6950998306274414,2.7099852561950684,1.0
40,-1.945283055305481,4.811111927032471,2.8518242835998535,1.0
41,5.992481708526611,9.957292556762695,3.342953681945801,7.0
42,8.397759437561035,11.022496223449707,6.405996322631836,4.0
43,8.383465766906738,0.5288769602775574,0.9709776639938354,2.0
44,9.8712797164917,2.2353737354278564,1.5080941915512085,3.0
45,11.353734970092773,4.422240257263184,1.3767971992492676,5.0
